E:/Dataset/TUBCrowdFlow/images/IM04/frame_0001.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0001.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0000.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0000.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0000.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0002.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0002.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0001.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0002.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0002.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0001.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0001.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0001.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0003.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0003.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0002.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0003.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0003.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0002.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0002.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0002.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0004.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0004.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0003.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0004.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0004.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0003.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0003.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0003.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0005.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0005.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0004.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0005.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0005.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0004.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0004.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0004.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0006.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0006.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0005.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0006.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0006.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0005.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0005.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0005.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0007.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0007.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0006.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0007.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0007.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0006.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0006.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0006.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0008.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0008.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0007.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0008.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0008.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0007.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0007.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0007.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0009.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0009.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0008.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0009.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0009.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0008.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0008.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0008.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0010.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0010.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0009.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0010.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0010.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0009.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0009.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0009.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0011.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0011.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0010.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0011.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0011.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0010.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0010.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0010.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0012.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0012.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0011.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0012.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0012.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0011.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0011.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0011.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0013.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0013.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0012.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0013.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0013.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0012.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0012.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0012.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0014.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0014.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0013.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0014.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0014.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0013.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0013.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0013.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0015.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0015.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0014.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0015.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0015.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0014.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0014.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0014.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0016.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0016.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0015.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0016.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0016.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0015.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0015.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0015.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0017.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0017.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0016.png
E:/Dataset/TUBCrowdFlow/images/IM04/frame_0017.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0017.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0016.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0016.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0016.png,E:/Dataset/TUBCrowdFlow/images/IM04/frame_0018.png,E:/Dataset/TUBCrowdFlow/gt_trajectories/IM04/PersonTrajectories/PersonTrajectories_frame_0018.png,E:/Dataset/TUBCrowdFlow/gt_flow/IM04/frameGT_0017.png
